protein_id	arcog	category	COG.x	V4	V2	V3	Strand	Length	Gene	Synonym	Code	COG.y	Product	new	start	end	name	refseq_id	uniparc_id
18977468	arCOG00807	0	J	Isoleucyl-tRNA synthetase	NP_578825.1	AFN03888	-	1066	-	PF1096	-	-	isoleucyl-tRNA synthetase	PFDSM3638_05490	1023020	1026220	isoleucine--tRNA ligase	A0A5C0XPV5	UPI00001364FD
18976662	arCOG00808	0	J	Valyl-tRNA synthetase	NP_578019.1	AFN03077	-	891	-	PF0290	-	-	valyl-tRNA synthetase	PFDSM3638_01385	287350	290025	valine--tRNA ligase	A0A5C0XMH2	UPI0000066BE9
18977262	arCOG00809	0	J	Leucyl-tRNA synthetase	NP_578619.1	AFN03681	+	967	-	PF0890	-	-	leucyl-tRNA synthetase	PFDSM3638_04450	842911	845814	leucine--tRNA ligase	A0A5C0XP05	UPI0000066DFA
18977402	arCOG00810	0	J	Methionyl-tRNA synthetase	NP_578759.1	CBV13917	+	724	-	PF1030	-	-	methionyl-tRNA synthetase	PFDSM3638_05175	967836	970010	methionine--tRNA ligase	A0A5C0XP13	UPI00026B53F0
18977674	arCOG00811	0	E	Acetolactate synthase, small subunit	NP_579031.1	AAL81426	-	147	-	PF1302	-	-	hypothetical protein	PFDSM3638_06495	1209489	1209896	hypothetical protein	A0A5C0XUW9	UPI00026B5485
18976945	arCOG00815	0	K	AbrB family transcriptional regulator	NP_578302.1	AFN03366	+	75	-	PF0573	-	-	hypothetical protein	PFDSM3638_02870	576881	577108	AbrB family transcriptional regulator		
18976597	arCOG00826	3	K	Acetyltransferase (GNAT) family	NP_577954.1	AAL80349	+	128	-	PF0225	-	-	hypothetical N-acetyltransferase						
18976598	arCOG00826	2	K	Acetyltransferase (GNAT) family	NP_577955.1	AAL80350	+	90	-	PF0226	-	-	hypothetical protein						
18977828	arCOG00826	0	K	Acetyltransferase (GNAT) family	NP_579185.1	AFN04239	+	176	-	PF1456	-	-	hypothetical protein	PFDSM3638_07290	1345656	1346186	N-acetyltransferase	A0A5C0XRA9	UPI0000066FCD
18976639	arCOG00833	0	R	Acetyltransferase (GNAT) family	NP_577996.1	AFN03054	-	170	-	PF0267	-	-	ribosomal protein s18 alanine acetyltransferase	PFDSM3638_01270	260343	260855	ribosomal-protein-alanine N-acetyltransferase		
18976400	arCOG00834	1	K	Acetyltransferase (GNAT) family	NP_577757.1	AFN04546	-	150	-	PF0028	-	-	putative acetyl transferase	PFDSM3638_00060	19151	19603	N-acetyltransferase		
18977041	arCOG00844	0	K	Acetyltransferase (GNAT) family	NP_578398.1	AAL80793	+	310	-	PF0669	-	-	hypothetical protein	PFDSM3638_03345	660861	661793	GNAT family N-acetyltransferase	A0A5C0XNL5	UPI0000066D2B
18977325	arCOG00845	0	K	Acetyltransferase (GNAT) family	NP_578682.1	AAL81077	-	289	-	PF0953	-	-	hypothetical protein	PFDSM3638_04770	897251	898120	N-acetyltransferase		
18977398	arCOG00853	0	C	Malic enzyme	NP_578755.1	AFN03822	-	435	-	PF1026	-	-	malate oxidoreductase (malic enzyme)	PFDSM3638_05155	963366	964673	NAD-dependent malic enzyme	A0A5C0XPC1	UPI0000068857
18977779	arCOG00858	0	F	Uridylate kinase	NP_579136.1	AAL81531	+	225	-	PF1407	-	-	uridylate kinase	PFDSM3638_07045	1305118	1305795	UMP kinase	A0A5C0XQL7	UPI00026B54C8
18978008	arCOG00860	0	I	Isopentenyl phosphate kinase, enzyme of modified mevalonate pathway	NP_579365.1	AFN05004	-	256	-	PF1636	-	-	acetylglutamate kinase, putative	PFDSM3638_08265	1510753	1511523	acetylglutamate kinase	A0A5C0XSM8	UPI000006705A
161484711	arCOG00861	0	E	Aspartokinase	NP_578782.2	AFN03849													
18977424	arCOG00861	0	E	Aspartokinase	NP_578781.1	AFN03848	+	373	-	PF1052	-	-	putative aspartokinase	PFDSM3638_05285	988334	989455	aspartate kinase		
18978056	arCOG00862	0	E	Acetylglutamate kinase	NP_579413.1	AFN04956	+	249	-	PF1684	-	-	acetylglutamate kinase	PFDSM3638_08535	1549042	1549791	acetylglutamate kinase	A0A5C0XQH3	UPI0000067075
18977048	arCOG00863	0	E	Carbamate kinase	NP_578405.1	AFN03470	-	314	-	PF0676	-	-	carbamate kinase-like carbamoylphosphate synthetase	PFDSM3638_03385	667993	668937	carbamate kinase	A0A5C0XMR3	UPI0000111184
18976555	arCOG00865	0	C	Archaeal/vacuolar-type H+-ATPase subunit B	NP_577912.1	AAL80307	+	462	-	PF0183	-	-	ATPase subunit B	PFDSM3638_00860	177445	178833	ATP synthase subunit B	A0A5C0XST3	UPI0000138166
18976554	arCOG00868	3	C	Archaeal/vacuolar-type H+-ATPase subunit A	NP_577911.1	AFN04394	+	1013	-	PF0182	-	-	ATPase subunit A	PFDSM3638_00855	174398	177439	V-type ATP synthase subunit A	A0A5C0XMM4	UPI0000138144
18976554	arCOG00868	3	C	Archaeal/vacuolar-type H+-ATPase subunit A	NP_577911.1	AFN04394	+	1013	-	PF0182	-	-	ATPase subunit A	PFDSM3638_00855	174398	177439	V-type ATP synthase subunit A	A0A5C0XMM4	UPI0000138144
33359457	arCOG00869	0	C	Archaeal/vacuolar-type H+-ATPase subunit E	NP_577908.2	WP_011011292	+	203	-	PF0179	-	-	ATPase subunit E	PFDSM3638_00840	172368	172964	V-type ATP synthase subunit E	A0A5C0XLT1	UPI00026B53C8
18976936	arCOG00871	0	K	Superfamily II DNA/RNA helicase, SNF2 family	NP_578293.1	AFN03359	-	940	-	PF0564	-	-	ATP-dependent RNA helicase hepa, putative	PFDSM3638_02835	563546	566368	ATP-dependent helicase	A0A5C0XPC2	UPI0000066CD0
18978387	arCOG00872	0	L	ERCC4-like helicase	NP_579744.1	AAL82139	+	764	-	PF2015	-	-	ATP-dependent RNA helicase, putative	PFDSM3638_10165	1829807	1832098	DEAD/DEAH box helicase	A0A5C0XS43	UPI00026B5459
18978274	arCOG00874	0	K	ssDNA-dependent ATPase, helicase superfamily II	NP_579631.1	AAL82026	-	447	-	PF1902	-	-	DNA repair helicase putative	PFDSM3638_09570	1718240	1719583	ATP-dependent helicase	A0A5C0XT70	UPI00026B5496
18976498	arCOG00876	0	K	DNA or RNA helicase of superfamily II	NP_577855.1	AFN04450	+	444	-	PF0126	-	-	DNA repair protein rad25	PFDSM3638_00555	114817	116151	ATP-dependent helicase	A0A5C0XLP7	UPI0000066B6F
18976938	arCOG00887	0	R	Predicted ATPase, AAA+ superfamily	NP_578295.1	AFN03361	-	1105	-	PF0566	-	-	hypothetical protein	PFDSM3638_02845	566793	570110	DUF499 domain-containing protein	A0A5C0XN15	UPI0000066CD2
18976939	arCOG00889	0	L	Adenine-specific DNA methylase containing a Zn-ribbon	NP_578296.1	AAL80691	-	890	-	PF0567	-	-	hypothetical protein	PFDSM3638_02850	570107	573098	hypothetical protein		
18976940	arCOG00889	2	L	Adenine-specific DNA methylase containing a Zn-ribbon	NP_578297.1	AAL80692	-	144	-	PF0568	-	-	hypothetical protein						
18977231	arCOG00891	0	L	Mg-dependent DNase	NP_578588.1	AFN03648	-	252	-	PF0859	-	-	hypothetical protein	PFDSM3638_04295	816316	817074	deoxyribonuclease	A0A5C0XPF7	UPI0000066DDE
33359526	arCOG00893	0	R	Predicted metal-dependent hydrolase (urease superfamily)	NP_578637.2	WP_011012044	+	282	-	PF0908	-	-	hypothetical protein	PFDSM3638_04550	862383	863222	metal-dependent hydrolase	A0A5C0XNP0	UPI0000066E09
18976430	arCOG00894	0	M	Glycosyl transferase family 2	NP_577787.1	AAL80182	-	352	-	PF0058	-	-	dolichol monophosphate mannose synthase	PFDSM3638_00215	48196	49254	dolichol monophosphate mannose synthase		
18978288	arCOG00894	0	M	Glycosyl transferase family 2	NP_579645.1	AFN04724	-	385	-	PF1916	-	-	hypothetical protein	PFDSM3638_09640	1732892	1734049	glycosyltransferase	A0A5C0XRX0	UPI0000067114
18977978	arCOG00895	0	M	Glycosyl transferase family 2	NP_579335.1	AFN05036	+	215	-	PF1606	-	-	dolichol-phosphate mannose synthase	PFDSM3638_08105	1480596	1481243	glycosyltransferase family 2 protein		
18977170	arCOG00896	2	M	Glycosyl transferase family 2	NP_578527.1	AFN03585	-	302	-	PF0798	-	-	glycosyl transferase	PFDSM3638_03975	766124	767032	glycosyltransferase family 2 protein		
18977966	arCOG00896	0	M	Glycosyl transferase family 2	NP_579323.1	AAL81718	+	290	-	PF1594	-	-	dolichol-phosphate mannose synthase	PFDSM3638_08045	1472019	1472882	glycosyltransferase family 2 protein		
18976542	arCOG00899	0	S	Predicted flippase	NP_577899.1	AFN04406	+	332	-	PF0170	-	-	hypothetical protein	PFDSM3638_00795	163561	164559	lysylphosphatidylglycerol synthetase family protein		
33359579	arCOG00903	0	S	Predicted flippase	NP_579613.2	WP_011013023	+	307	-	PF1884	-	-	putative ABC transporter	PFDSM3638_09475	1703584	1704498	lysylphosphatidylglycerol synthetase family protein		
18977757	arCOG00905	0	L	Uracil-DNA glycosylase	NP_579114.1	AFN04166	+	196	-	PF1385	-	-	DNA polymerase, bacteriophage-type	PFDSM3638_06935	1282632	1283222	uracil-DNA glycosylase	A0A5C0XQK0	UPI0000066F8F
18977513	arCOG00906	0	J	rRNA maturation protein Nop10, contains Zn-ribbon domain	NP_578870.1	AFN03933	+	60	-	PF1141	-	-	hypothetical protein	PFDSM3638_05720	1078972	1079154	ribosome biogenesis protein	A0A5C0XNM6	UPI0000066EC8
18976423	arCOG00908	0	S	Uncharacterized protein	NP_577780.1	AFN04522	-	219	-	PF0051	-	-	hypothetical protein	PFDSM3638_00180	41472	42131	DUF2067 domain-containing protein	A0A5C0XLK3	UPI0000066B32
18976583	arCOG00910	0	J	Predicted RNA methylase	NP_577940.1	AFN02999	+	204	-	PF0211	-	-	hypothetical protein	PFDSM3638_01000	211759	212373	DNA methylase	A0A5C0XLU4	UPI0000066BAF
18976971	arCOG00911	0	F	Aspartate carbamoyltransferase, catalytic chain	NP_578328.1	AFN03392	-	308	-	PF0599	-	-	aspartate carbamoyltransferase, catalytic subunit	PFDSM3638_03005	601769	602695	aspartate carbamoyltransferase	A0A5C0XPE0	UPI0000132C3E
18976966	arCOG00912	0	E	Ornithine carbamoyltransferase	NP_578323.1	AFN03387	-	315	-	PF0594	-	-	ornithine carbamoyltransferase	PFDSM3638_02980	597439	598386	ornithine carbamoyltransferase	A0A5C0XU69	UPI0000130F20
18977483	arCOG00913	0	R	Predicted methyltransferase	NP_578840.1	AFN03902	-	349	-	PF1111	-	-	hypothetical protein	PFDSM3638_05565	1041682	1042731	putative methyltransferase	A0A5C0XQF4	UPI0000066EAE
18978057	arCOG00914	0	E	Ornithine/acetylornithine aminotransferase	NP_579414.1	AAL81809	+	366	-	PF1685	-	-	acetylornithine aminotransferase	PFDSM3638_08540	1549797	1550897	acetylornithine/acetyl-lysine aminotransferase		
18976885	arCOG00915	0	E	4-aminobutyrate aminotransferase or related aminotransferase	NP_578242.1	AFN03308	-	459	-	PF0513	-	-	putative glutamate aminotransferase	PFDSM3638_02560	514729	516108	aspartate aminotransferase family protein		
18977793	arCOG00915	0	E	4-aminobutyrate aminotransferase or related aminotransferase	NP_579150.1	AFN04202	-	454	-	PF1421	-	-	hypothetical 4-aminobutyrate aminotransferase	PFDSM3638_07110	1318053	1319417	aspartate aminotransferase family protein	A0A5C0XW72	UPI0000066FAF
18977604	arCOG00916	0	E	4-aminobutyrate aminotransferase or related aminotransferase	NP_578961.1	AFN04019	+	443	-	PF1232	-	-	4-aminobutyrate aminotransferase	PFDSM3638_06150	1147962	1149293	aspartate aminotransferase family protein	A0A5C0XNR7	UPI0000066F1D
18977875	arCOG00919	0	L	Holliday junction resolvase, archaeal type	NP_579232.1	AFN04286	-	123	-	PF1503	-	-	hypothetical protein	PFDSM3638_07565	1384492	1384827	Holliday junction resolvase		
18978304	arCOG00921	0	K	Predicted transcriptional regulator	NP_579661.1	AFN04707	+	269	-	PF1932	-	-	hypothetical protein	PFDSM3638_09720	1747772	1748581	transcriptional regulator	A0A5C0XRM7	UPI0000067120
18978414	arCOG00928	0	L	Endonuclease V homolog	NP_579771.1	AFN04601	+	194	-	PF2042	-	-	hypothetical protein	PFDSM3638_10295	1850281	1850865	hypothetical protein		
18977359	arCOG00929	0	L	Deoxyinosine 3'endonuclease (endonuclease V)	NP_578716.1	AFN03782	+	191	-	PF0987	-	-	hypothetical protein	PFDSM3638_04965	923642	924217	endonuclease V	A0A5C0XPM3	UPI0000066E46
18976462	arCOG00930	0	H	Molybdenum cofactor biosynthesis enzyme	NP_577819.1	AFN04485	+	307	-	PF0090	-	-	molybdenum cofactor biosynthesis protein	PFDSM3638_00375	80384	81307	GTP 3',8-cyclase MoaA	A0A5C0XMC7	UPI000012F2EB
18977222	arCOG00932	0	R	Uncharacterized protein related to pyruvate formate-lyase activating enzyme	NP_578579.1	AAL80974	+	371	-	PF0850	-	-	hypothetical protein	PFDSM3638_04235	805844	806926	radical SAM protein		
18977826	arCOG00933	0	R	7,8-dihydro-6-hydroxymethylpterin dimethyltransferase, radical SAM superfamily enzyme	NP_579183.1	AFN04237	+	588	-	PF1454	-	-	hypothetical protein	PFDSM3638_07280	1343577	1345343	radical SAM protein	A0A5C0XQ04	UPI0000066FCB
18977421	arCOG00934	0	C	Radical SAM superfamily enzyme	NP_578778.1	AFN03845	+	337	-	PF1049	-	-	hypothetical protein	PFDSM3638_05270	984197	985210	radical SAM protein	A0A5C0XV85	UPI0000066E79
18977003	arCOG00936	0	O	Pyruvate-formate lyase-activating enzyme	NP_578360.1	AAL80755	-	337	-	PF0631	-	-	hypothetical protein	PFDSM3638_03150	625883	626896	radical SAM protein		
18976716	arCOG00938	0	R	Radical SAM superfamily enzyme	NP_578073.1	AFN03133	-	377	-	PF0344	-	-	tungsten-containing aldehyde ferredoxin oxidoreductase cofactor modifying protein	PFDSM3638_01680	340858	341991	tungsten cofactor oxidoreductase radical SAM maturase	A0A5C0XNA8	UPI0000165ABD
18977297	arCOG00938	2	R	Radical SAM superfamily enzyme	NP_578654.1	AFN03718	-	283	-	PF0925	-	-	heme biosynthesis protein	PFDSM3638_04625	872927	873778	radical SAM protein		
18977019	arCOG00940	0	R	Radical SAM superfamily enzyme	NP_578376.1	AFN03437	-	548	-	PF0647	-	-	heme biosynthesis protein	PFDSM3638_03230	642082	643728	radical SAM/SPASM domain-containing protein		
18977107	arCOG00941	2	R	Radical SAM superfamily enzyme	NP_578464.1	AFN03523	-	238	-	PF0735	-	-	hypothetical protein	PFDSM3638_03655	713002	713718	hypothetical protein	A0A5C0XP15	UPI0000066D6A
18978432	arCOG00945	2	R	Radical SAM superfamily enzyme	NP_579789.1	AFN04580	-	197	-	PF2060	-	-	hypothetical protein	PFDSM3638_10400	1866052	1866645	SPASM domain-containing protein		
18978436	arCOG00945	0	R	Radical SAM superfamily enzyme	NP_579793.1	AFN04575	-	472	-	PF2064	-	-	arylsulfatase regulatory protein, putative	PFDSM3638_10425	1870712	1872130	radical SAM/SPASM domain-containing protein	A0A5C0XSR4	UPI000006718A
33359594	arCOG00945	2	R	Radical SAM superfamily enzyme	NP_877940.1	WP_011013208	-	202	-	PF2060.1n	-	-	hypothetical arylsulfatase regulatory protein	PFDSM3638_10405	1866828	1867436	radical SAM protein		
18977769	arCOG00946	0	O	Pyruvate-formate lyase-activating enzyme	NP_579126.1	AAL81521	+	356	-	PF1397	-	-	hypothetical protein	PFDSM3638_06995	1294053	1295099	AmmeMemoRadiSam system radical SAM enzyme	A0A5C0XTR1	UPI00026B54C5
18977221	arCOG00950	0	C	Fe-S oxidoreductase, related to NifB/MoaA family	NP_578578.1	AFN03637	+	358	-	PF0849	-	-	hypothetical protein	PFDSM3638_04230	804712	805788	DUF512 domain-containing protein	A0A5C0XPF1	UPI0000066DD5
18978000	arCOG00951	0	R	Radical SAM superfamily enzyme	NP_579357.1	AFN05012	+	419	-	PF1628	-	-	hypothetical molybdenum cofactor biosynthesis protein A	PFDSM3638_08225	1502367	1503626	radical SAM protein		
18978344	arCOG00952	0	O	Pyruvate-formate lyase-activating enzyme	NP_579701.1	AFN04669	+	238	-	PF1972	-	-	hypothetical protein	PFDSM3638_09930	1789048	1789764	ribonucleoside-triphosphate reductase activating protein	A0A5C0XRR6	UPI0000067142
18976674	arCOG00954	0	H	Molybdenum cofactor biosynthesis enzyme	NP_578031.1	AAL80426	-	284	-	PF0302	-	-	co-factor modifying protein	PFDSM3638_01450	301130	301984	radical SAM protein		
18976559	arCOG00955	0	R	Radical SAM superfamily enzyme	NP_577916.1	AFN04389	-	302	-	PF0187	-	-	putative cofactor synthesis protein	PFDSM3638_00880	181622	182530	radical SAM protein	A0A5C0XM20	UPI0000066B9F
18976468	arCOG00958	1	C	Ferredoxin	NP_577825.1	AAL80220	+	80	-	PF0096	-	-	hypothetical protein	PFDSM3638_00405	87774	87965	ferredoxin		
18977101	arCOG00958	1	C	Ferredoxin	NP_578458.1	AFN03517	+	388	-	PF0729	-	-	multi domain protein containing corrinoid/iron-sulfur region	PFDSM3638_03620	707002	708168	copper oxidase		
18978139	arCOG00959	0	C	Ferredoxin	NP_579496.1	AFN04874	+	86	-	PF1767	-	-	2-keto acid:ferredoxin oxidoreductase subunit delta	PFDSM3638_08885	1610279	1610539	ferredoxin family protein	A0A5C0XRH6	UPI00000670A1
18977050	arCOG00967	0	J	tRNA m(1)G methyltransferase	NP_578407.1	AFN03472	-	382	-	PF0678	-	-	hypothetical protein	PFDSM3638_03395	671241	672389	tRNA (guanine-N2)-dimethyltransferase	A0A5C0XQ73	UPI0000066D32
18977960	arCOG00968	0	R	Rps3 or RNA methylase involved in ribosome biogenesis, SPOUT family,	NP_579317.1	AFN04370	-	207	-	PF1588	-	-	hypothetical protein	PFDSM3638_08015	1466358	1466981	hypothetical protein	A0A5C0XR61	UPI0000067030
18976965	arCOG00969	0	R	Predicted hydrolase (metallo-beta-lactamase superfamily)	NP_578322.1	AFN03386	-	310	-	PF0593	-	-	hypothetical protein	PFDSM3638_02975	596448	597380	hypothetical protein	A0A5C0XNG6	UPI0000066CE7
18976531	arCOG00970	0	O	20S proteasome, beta subunit	NP_577888.1	AFN04417	-	196	-	PF0159	-	-	multicatalytic endopeptidase complex beta subunit	PFDSM3638_00740	153684	154274	proteasome endopeptidase complex, archaeal, beta subunit	A0A5C0XM74	UPI0000068853
18977776	arCOG00970	0	O	20S proteasome, beta subunit	NP_579133.1	AAL81528	+	206	-	PF1404	-	-	proteasome, subunit beta (multicatalytic endopeptidase complex beta subunit)	PFDSM3638_07030	1301157	1301777	proteasome endopeptidase complex, archaeal, beta subunit	A0A5C0XP88	UPI00001327CB
18977943	arCOG00971	0	O	20S proteasome, alpha subunit	NP_579300.1	AFN04353	-	260	-	PF1571	-	-	proteasome, subunit alpha (multicatalytic endopeptidase complex alpha subunit)	PFDSM3638_07930	1450761	1451543	proteasome endopeptidase complex, archaeal, alpha subunit	A0A5C0XTK1	UPI00001327C1
18976830	arCOG00972	0	H	Nicotinamide mononucleotide adenylyltransferase	NP_578187.1	AFN03252	-	188	-	PF0458	-	-	nucleotidyltransferase	PFDSM3638_02275	455507	456073	nicotinamide-nucleotide adenylyltransferase	A0A5C0XNJ7	UPI000012FCF1
18976541	arCOG00973	1	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	NP_577898.1	AFN04407	+	386	-	PF0169	-	-	putative nol1-nop2-sun family nucleolar protein III	PFDSM3638_00790	162404	163564	Sun/NOL1/NOP nucleolar protein	A0A5C0XLS5	UPI0000066B93
18977629	arCOG00973	0	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	NP_578986.1	AFN04039	-	310	-	PF1257	-	-	putative nol1-nop2-sun family nucleolar protein III	PFDSM3638_06265	1174362	1175294	SAM-dependent tRNA/rRNA cytosine-C5 methylase	A0A5C0XQ87	UPI0000066F34
18977925	arCOG00973	0	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	NP_579282.1	AFN04335	+	311	-	PF1553	-	-	putative nol1-nop2-sun family nucleolar protein I	PFDSM3638_07825	1433481	1434416	tRNA methyltransferase	A0A5C0XPK7	UPI0000067019
18977038	arCOG00974	0	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	NP_578395.1	AFN03459	-	452	-	PF0666	-	-	nol1-nop2-sun family putative nucleolar protein IV	PFDSM3638_03330	657265	658623	Fmu (Sun) domain-containing protein		
18977637	arCOG00975	0	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	NP_578994.1	AAL81389	-	450	-	PF1265	-	-	putative nol1-nop2-sun family nucleolar protein II	PFDSM3638_06305	1180503	1181855	SAM-dependent tRNA/rRNA cytosine-C5 methylase	A0A5C0XPN3	UPI0000066F39
18978294	arCOG00976	0	O	Protein-L-isoaspartate carboxylmethyltransferase	NP_579651.1	AAL82046	-	272	-	PF1922	-	-	l-isoaspartyl protein carboxyl methyltransferase	PFDSM3638_09670	1738841	1739605	protein-L-isoaspartate(D-aspartate) O-methyltransferase		
18978268	arCOG00978	0	J	tRNA(1-methyladenosine) methyltransferase	NP_579625.1	AFN04744	+	253	-	PF1896	-	-	l-isoaspartyl protein carboxyl methyltransferase	PFDSM3638_09535	1713145	1713906	tRNA methyltransferase	A0A5C0XQZ3	UPI0000067101
18977773	arCOG00980	0	O	FKBP-type peptidyl-prolyl cis-trans isomerase 2	NP_579130.1	AFN04182	+	258	-	PF1401	-	-	peptidyl-prolyl cis-trans isomerase	PFDSM3638_07015	1298740	1299516	peptidylprolyl isomerase	A0A5C0XPV8	UPI0000066F9F
18977754	arCOG00982	0	C	Glycerol dehydrogenase or related enzyme	NP_579111.1	AAL81506	-	356	-	PF1382	-	-	sn-glycerol-1-phosphate dehydrogenase	PFDSM3638_06915	1280168	1281208	NAD(P)-dependent glycerol-1-phosphate dehydrogenase	A0A5C0XP67	UPI0000129E1B
18978063	arCOG00983	0	E	3-dehydroquinate synthetase	NP_579420.1	AFN04949	+	335	-	PF1691	-	-	3-dehydroquinate synthase	PFDSM3638_08570	1554673	1555680	3-dehydroquinate synthase	A0A5C0XSS4	UPI0000125F7A
18976447	arCOG00984	0	C	Alcohol dehydrogenase, class IV	NP_577804.1	AFN04499	+	390	-	PF0075	-	-	alcohol dehydrogenase	PFDSM3638_00305	64089	65261	alcohol dehydrogenase		
18976980	arCOG00984	0	C	Alcohol dehydrogenase, class IV	NP_578337.1	AFN03402	+	375	-	PF0608	-	-	alcohol dehydrogenase	PFDSM3638_03050	612336	613463	NAD-dependent alcohol dehydrogenase	A0A5C0XR42	UPI0000066CF3
18977487	arCOG00985	0	J	Predicted RNA-binding protein, contains PUA domain	NP_578844.1	AFN03906	+	172	-	PF1115	-	-	hypothetical protein	PFDSM3638_05590	1045420	1045938	RNA-binding protein	A0A5C0XVF0	UPI0000066EB1
18976541	arCOG00986	3	J	RNA methylase associated PUA domain	NP_577898.1	AFN04407	+	386	-	PF0169	-	-	putative nol1-nop2-sun family nucleolar protein III	PFDSM3638_00790	162404	163564	Sun/NOL1/NOP nucleolar protein	A0A5C0XLS5	UPI0000066B93
